"231 Chestnut Hill Avenue, unit, #2",,4,Brighton,https://www.youtube.com/watch?v=KfhtAgR67tQ
"235 Park Drive, unit, #30",,1,Fenway,https://www.youtube.com/watch?v=2ykF3hC928U
"237 Freeman, unit, #1",,3,Brookline,https://www.youtube.com/watch?v=pWLpXJ5ViYQ
"24 Joy Street, unit, #1",Copley,STUDIO,Beacon Hill,https://www.youtube.com/watch?v=APvWNpiYL8M
"24 Joy Street, unit, #6",Copley,STUDIO,Beacon Hill,https://www.youtube.com/watch?v=vGn2wuxC430
"24 mt vernon street, unit, #100",,Huge Studio,Beacon Hill,https://www.youtube.com/watch?v=7ZI0K8MssMo
"24 mt vernon street, unit, #400",,1 bed,Beacon Hill,https://www.youtube.com/watch?v=iy6Crmn95Y8
"25 Lourdes Avenue, unit, #2",,2,Jamaica Plain,https://www.youtube.com/watch?v=-T9-fV8ZwE8
"25 Lourdes Avenue, unit, #6",,2,Jamaica Plain,https://www.youtube.com/watch?v=k1uYG-jDd5A
"254 Newburry Street, unit, #4",Copley,1,Back Bay,https://www.youtube.com/watch?v=6ffQ0hK5GwM
"254 Newbury Street, unit, #1",Copley,1,Back Bay,https://www.youtube.com/watch?v=a1_buwUanWk
"254 Newbury Street, unit, #6",Copley,1,Back Bay,https://www.youtube.com/watch?v=JKlMVazbWkY
"26 Bellevue, unit, #3",,2,West Roxbury,https://www.youtube.com/watch?v=pqpBBOovVCM
"28 Queensberry Street, unit, #14",Copley,1,Fenway,https://www.youtube.com/watch?v=5uKZJ1xl0qk
"28 Queensberry Street, unit, #3",Copley,1,Fenway,https://www.youtube.com/watch?v=gSUhw92JfIg
"28 Queensberry Street, unit, #5",Copley,2,Fenway,https://www.youtube.com/watch?v=ZNWfl4aiyJk
"28 Queensberry Street, unit, #A",Copley,1,Fenway,https://www.youtube.com/watch?v=PtJI9AHXlSI
"28 Queensberry Street, unit, #D",Copley,STUDIO,Fenway,https://www.youtube.com/watch?v=jUPpjSLKbpE
"30 Gardner, unit, #1G",,1,Brookline,https://www.youtube.com/watch?v=xGmrOPnt0sI
"30 Gardner, unit, #3E",,2,Brookline,https://www.youtube.com/watch?v=9BB_QtOWdB4
"310 Tappan St, unit, #5",,2,Brookline,https://www.youtube.com/watch?v=IbQ6DgaJS2I
"313 Summit Avenue, unit, #4",,2,Brighton,https://www.youtube.com/watch?v=F8B59EYCUug
"32 Queensberry Street, unit, #A",Copley,STUDIO,Fenway,https://www.youtube.com/watch?v=YAp1CW9WUmA
"32 Queensberry Street, unit, #B",Copley,1,Fenway,https://www.youtube.com/watch?v=swdE6P1Xd8w
"320 Hammond Pond Parkway, unit, #201",Copley,2 bed,Brookline,https://www.youtube.com/watch?v=CILn92SnNX8
"320 Hammond Pond Parkway, unit, #202",Copley,1,Brookline,https://www.youtube.com/watch?v=MfsAcGjdtWg
"33 Lancaster Terrace, unit, #N/A",,2,Brookline,https://www.youtube.com/watch?v=tUAMlQpOfDo
"35 Park Drive, unit, #3",Copley,studio/alc,Fenway,https://www.youtube.com/watch?v=t_9MdAXpL1o
"35 Park Drive, unit, #8",Copley,STUDIO,Fenway,https://www.youtube.com/watch?v=yVTDaKOYdaI
"36 Queensberry Street, unit, #1",Copley,STUDIO,Fenway,https://www.youtube.com/watch?v=GDgx8reA25o
"36 Queensberry Street, unit, #14",Copley,STUDIO,Fenway,https://www.youtube.com/watch?v=JQmwGsfUMKs
"379 Commonwealth Ave, unit, #2",Copley,STUDIO,Back Bay,https://www.youtube.com/watch?v=Bt-iANPu-V8
"379 Commonwealth Ave, unit, #4",Copley,STUDIO,Back Bay,https://www.youtube.com/watch?v=IOwk6GImgnE
"379 Commonwealth Ave, unit, #6",Copley,1,Back Bay,https://www.youtube.com/watch?v=2yC3vQi3QJI
"387 Harvard Road, unit, #3R",,2,Brookline,https://www.youtube.com/watch?v=qJYMhSVYG_c
"40 Queensberry, unit, #12A",Copley,1,Fenway,https://www.youtube.com/watch?v=9zmyZl50dkA
"40 Queensberry, unit, #14",Copley,STUDIO,Fenway,https://www.youtube.com/watch?v=CeWGP3DBp48
"43 Linden, unit, #11",,1,Allston,https://www.youtube.com/watch?v=z0bVzvCW7Is
"44 Ashford Street, unit, #2",,3,Allston,https://www.youtube.com/watch?v=0IHJgZgcKl0
"44 Parker Hill Ave, unit, #1",,2,Mission Hill,https://www.youtube.com/watch?v=l6dydr-mLjs
"44 Parker Hill Ave, unit, #16",,2,Mission Hill,https://www.youtube.com/watch?v=aNxrWcvVHGU
"457 Centre Street, unit, #103",Copley,1,Newton,https://www.youtube.com/watch?v=VseyYzjDlt0
"457 Centre Street, unit, #105",Copley,1,Newton,https://www.youtube.com/watch?v=hmZ71pgkw4o
"457 Centre Street, unit, #206",Copley,1,Newton,https://www.youtube.com/watch?v=7ruhV42dih8
"457 Centre Street, unit, #303",Copley,1,Newton,https://www.youtube.com/watch?v=wWfMuqX3-hE
"457 Centre Street, unit, #A",Copley,1,Newton,https://www.youtube.com/watch?v=9GCSkIl6ejo
"457 Centre Street, unit, #C",Copley,1,Newton,https://www.youtube.com/watch?v=BuXzrIwBgKY
"457 Centre Street, unit, #E",Copley,2,Newton,https://www.youtube.com/watch?v=dcM04x_msAc
"486 Mass Ave, unit, #2",,4,South End,https://www.youtube.com/watch?v=ceZcJ7pWz5U
"505 Washington, unit, #3",,3,Brighton,https://www.youtube.com/watch?v=YHzIvzLXD4M
"549 Cambridge, unit, #2",,3,Allston,https://www.youtube.com/watch?v=BDIx5S-eXFg
"55 Hobbart Street, unit, #N/A",,4,Brighton,https://www.youtube.com/watch?v=TNCgcewdYyE
"55 Queensberry, unit, #15",Copley,1,Fenway,https://www.youtube.com/watch?v=h_3gGlXKWKE
"55 Queensberry, unit, #17",Copley,STUDIO,Fenway,https://www.youtube.com/watch?v=vC5DNcguCIg
"55 Queensberry, unit, #20",Copley,1,Fenway,https://www.youtube.com/watch?v=StjRgK6q8_o
"610 Columbus Ave, unit, #1",,6,South End,https://www.youtube.com/watch?v=fBDmFO8Tfuc
"610 Columbus Ave, unit, #3",,4,South End,https://www.youtube.com/watch?v=M4KO3A2gOP4
"64 Brighton Avenue, unit, #211",,1,Allston,https://www.youtube.com/watch?v=v1ewEKT1zqw
"65 Brighton Avenue, unit, #6",,1,Allston,https://www.youtube.com/watch?v=KL25aKBHa1E
"75 Gardner Street, unit, #32",,1,Allston,https://www.youtube.com/watch?v=_JiLWc5JEww
"772 Columbus Ave, unit, #1",,4,South End,https://www.youtube.com/watch?v=agZ-0qpg7Ok
"772 Columbus Ave, unit, #2",,4,South End,https://www.youtube.com/watch?v=gyH62JQl1S4
"776 Columbus Ave, unit, #1",,2,South End,https://www.youtube.com/watch?v=GprAgZy3c6M
"83 Winchester, unit, #4",,2,Brookline,https://www.youtube.com/watch?v=4i6H_t-1LAM
"86 Brainerd, unit, #6",,1,Allston,https://www.youtube.com/watch?v=Burjtu-RU8g
"88 West Cedar Street, unit, #A",,1,Beacon Hill,https://www.youtube.com/watch?v=LhehVU5dYrU
"9 Egremont Road, unit, #6",,2,Brighton,https://www.youtube.com/watch?v=OmbdMa7VWgA
"94 Beaconsfield, unit, #302",,2,Brookline,https://www.youtube.com/watch?v=HeduIP8x5S0
"98 Queensberry Street, unit, #10",Copley,1,Fenway,https://www.youtube.com/watch?v=ct4N4oUeZFA
"Atrium, unit, #503",,2,Boston,https://www.youtube.com/watch?v=tAL60hERQVE
