313 Summit Ave #4,Mary Lou Sustrick,,,http://www.youtube.com/watch?v=gFk7VbTzTrU
22 Boulevard Terrace,Matt M,,,http://www.youtube.com/watch?v=4q_C1zNrmR4
82 brainerd # 19,mount vernon,,,http://www.youtube.com/watch?v=zVj2VwVo2Mk&feature=c4-overview&list=UUmKG0Rcx-l-f-MZE1TcwALA
61 Brighton Ave #6,Mt Vernon,,,http://www.youtube.com/watch?v=cMpKwwtT8xY
1677 Commonwealth ave # 5,new owner,,,http://www.youtube.com/watch?v=Hwv01qwJ9i0
33 brainerd rd # 109,Nick Shusas,,,http://www.youtube.com/watch?v=tDfbFn65gF0&feature=c4-overview&list=UUmKG0Rcx-l-f-MZE1TcwALA
42 Long ave # 2,phoenix,,,http://www.youtube.com/watch?v=EOTkDuT6-wI&feature=c4-overview&list=UUmKG0Rcx-l-f-MZE1TcwALA
53 Mason Terrace,phoenix,,,http://www.youtube.com/watch?v=63pjb8IFfkY
32 ransom rd # 2,phoenix,,,http://www.youtube.com/watch?v=2WcaK8WCYTI&feature=c4-overview&list=UUmKG0Rcx-l-f-MZE1TcwALA
8 brock street # 1,Phoenix realty,,,http://www.youtube.com/watch?v=yu0-mMlX294&feature=em-upload_owner
Chiswick,Regency,,,http://www.youtube.com/watch?v=7-uNQwyilzM
45 Myrtle St #25,Reservoir Towers,,,http://www.youtube.com/watch?v=NUIfwq3pGhQ
155 coolidge street # 3,Richie,,,http://www.youtube.com/watch?v=FOUNYIEY2Tk&feature=c4-overview&list=UUmKG0Rcx-l-f-MZE1TcwALA
1127 Comm Ave #27,Rolls Realty,,,http://www.youtube.com/watch?v=rp8el1TY4Ds&feature=youtu.be
100 Brainerd Rd #1,Rolls Realty,,,http://www.youtube.com/watch?v=64jm50mRGBY&feature=youtu.be
1125 Comm Ave #18,Rolls Realty,,,http://www.youtube.com/watch?v=v250VJ3wN_M
1127 Comm Ave #16,Rolls Realty,,,http://www.youtube.com/watch?v=r6F3mKN9Z6Y
111 Norway St #8,Rolls Realty,,,http://www.youtube.com/watch?v=QqnuHAIzNao
1127 comm ave # 3,Rolls Realty,,,http://www.youtube.com/watch?v=94tKvX6dPdE&feature=c4-overview&list=UUmKG0Rcx-l-f-MZE1TcwALA
1125 comm ave # 23,rolls realty,,,http://www.youtube.com/watch?v=xmSyIeNRt6k&feature=c4-overview&list=UUmKG0Rcx-l-f-MZE1TcwALA
33 hall street,ruti,,,http://www.youtube.com/watch?v=kQopn6rFWqA&feature=c4-overview&list=UUmKG0Rcx-l-f-MZE1TcwALA
58 Leo Birmingham #4,Samia,,,http://www.youtube.com/watch?v=SuOzcGfdMeM&feature=youtu.be
73 Empire St #1,Samia,,,short
81 Empire St #2,Samia,,,http://www.youtube.com/watch?v=ObBE4BdoDKk&feature=youtu.be
33 Lourdes Ave #4,Samia,,,http://www.youtube.com/watch?v=hbb2g0hogd4
231 Harrison # 29,Samia,,,https://www.youtube.com/watch?v=WDTs_LvvgCM
33 Lourdes Ave #3,Samia,,,http://www.youtube.com/watch?v=5GTfP4tivmM&feature=youtu.be
218 South St #3,Samia,,,http://www.youtube.com/watch?v=5T1GU-RMNZ0&feature=youtu.be
224 South St #7,Samia,,,https://www.youtube.com/watch?v=NLABbwPTqCg
36 S. Hunt Ave #12,Samia,,,http://www.youtube.com/watch?v=eMafkO4Llzw&feature=youtu.be
368 Riverway #4,Samia,,,http://www.youtube.com/watch?v=b32UngRFsro&feature=youtu.be
36 S. Hunt Ave #5,Samia,,,http://www.youtube.com/watch?v=EgjIKypXlc8&feature=youtu.be
368 Riverway #1,Samia,,,http://www.youtube.com/watch?v=Tj9nVJoA-co&feature=youtu.be
65 Tremont St #1R,Samia,,,http://www.youtube.com/watch?v=2hcYcmFdZ40&feature=youtu.be
65 Tremont St #2R,Samia,,,http://www.youtube.com/watch?v=00qJkAWnZak&feature=youtu.be
45 Waban #2,Samia,,,https://www.youtube.com/watch?v=Mn9eZuhRQdo&feature=youtu.be
45 Chestnut Hill Ave #24,Samia,,,http://www.youtube.com/watch?v=fIquTGF8ydg&feature=youtu.be
189 Chestnut Hill Ave #3,Samia,,,http://www.youtube.com/watch?v=1ZwCyJSqbHQ&feature=youtu.be
1132 Comm Ave #9,Samia,,,http://www.youtube.com/watch?v=CzlYdL1xNCs&feature=youtu.be
1132 Comm Ave #3,Samia,,,http://www.youtube.com/watch?v=hVk4bf4jqyI&feature=youtu.be
1128 Comm Ave #2,Samia,,,http://www.youtube.com/watch?v=wmb1wW0nDNU&feature=youtu.be
71 Chester #9,Samia,,,http://www.youtube.com/watch?v=m9g3zgU1LtE&feature=youtu.be
